Regel;Tijdstip aangemaakt;Meldingsoort;Melding;Referentie
1061;2019-08-18 02:54:08.0245;Mededeling;In total 286,001 Journal entries are imported into Data Mart within this task.;
1062;2019-08-18 02:54:08.024547;Transactie;Database changes committed.;
1063;2019-08-18 02:54:13.584839;Transactie;Database changes committed.;
1064;2019-08-18 02:54:14.77334;Mededeling;In total 287,001 Journal entries are imported into Data Mart within this task.;
1065;2019-08-18 02:54:14.773419;Transactie;Database changes committed.;
1066;2019-08-18 02:54:18.618326;Transactie;Database changes committed.;
1067;2019-08-18 02:54:19.731235;Mededeling;In total 288,001 Journal entries are imported into Data Mart within this task.;
1068;2019-08-18 02:54:19.731286;Transactie;Database changes committed.;
1069;2019-08-18 02:54:22.422134;Transactie;Database changes committed.;
1070;2019-08-18 02:54:23.836914;Mededeling;In total 289,001 Journal entries are imported into Data Mart within this task.;
1071;2019-08-18 02:54:23.836986;Transactie;Database changes committed.;
1072;2019-08-18 02:54:26.202957;Transactie;Database changes committed.;
1073;2019-08-18 02:54:27.751541;Mededeling;In total 290,001 Journal entries are imported into Data Mart within this task.;
1074;2019-08-18 02:54:27.751643;Transactie;Database changes committed.;
1075;2019-08-18 02:54:30.128184;Transactie;Database changes committed.;
1076;2019-08-18 02:54:31.606067;Mededeling;In total 291,001 Journal entries are imported into Data Mart within this task.;
1077;2019-08-18 02:54:31.606145;Transactie;Database changes committed.;
1078;2019-08-18 02:54:35.860493;Transactie;Database changes committed.;
1079;2019-08-18 02:54:37.468031;Mededeling;In total 292,001 Journal entries are imported into Data Mart within this task.;
1080;2019-08-18 02:54:37.468109;Transactie;Database changes committed.;
1081;2019-08-18 02:54:41.409676;Transactie;Database changes committed.;
1082;2019-08-18 02:54:43.011553;Mededeling;In total 293,001 Journal entries are imported into Data Mart within this task.;
1083;2019-08-18 02:54:43.011644;Transactie;Database changes committed.;
1084;2019-08-18 02:54:46.19707;Transactie;Database changes committed.;
1085;2019-08-18 02:54:47.618482;Mededeling;In total 294,001 Journal entries are imported into Data Mart within this task.;
1086;2019-08-18 02:54:47.618562;Transactie;Database changes committed.;
1087;2019-08-18 02:54:48.415436;Transactie;Database changes committed.;
1088;2019-08-18 02:54:49.813951;Mededeling;In total 295,001 Journal entries are imported into Data Mart within this task.;
1089;2019-08-18 02:54:49.814032;Transactie;Database changes committed.;
1090;2019-08-18 02:54:50.707506;Transactie;Database changes committed.;
1091;2019-08-18 02:54:52.096844;Mededeling;In total 296,001 Journal entries are imported into Data Mart within this task.;
1092;2019-08-18 02:54:52.096938;Transactie;Database changes committed.;
1093;2019-08-18 02:54:52.841921;Transactie;Database changes committed.;
1094;2019-08-18 02:54:54.289407;Mededeling;In total 297,001 Journal entries are imported into Data Mart within this task.;
1095;2019-08-18 02:54:54.289506;Transactie;Database changes committed.;
1096;2019-08-18 02:54:55.42917;Transactie;Database changes committed.;
1097;2019-08-18 02:54:56.835354;Mededeling;In total 298,001 Journal entries are imported into Data Mart within this task.;
1098;2019-08-18 02:54:56.835448;Transactie;Database changes committed.;
1099;2019-08-18 02:54:59.526273;Transactie;Database changes committed.;
1100;2019-08-18 02:55:00.940293;Mededeling;In total 299,001 Journal entries are imported into Data Mart within this task.;
1101;2019-08-18 02:55:00.940367;Transactie;Database changes committed.;
1102;2019-08-18 02:55:02.035086;Transactie;Database changes committed.;
1103;2019-08-18 02:55:03.438787;Mededeling;In total 300,001 Journal entries are imported into Data Mart within this task.;
1104;2019-08-18 02:55:03.438843;Transactie;Database changes committed.;
1105;2019-08-18 02:55:06.779421;Transactie;Database changes committed.;
1106;2019-08-18 02:55:08.191044;Mededeling;In total 301,001 Journal entries are imported into Data Mart within this task.;
1107;2019-08-18 02:55:08.191139;Transactie;Database changes committed.;
1108;2019-08-18 02:55:09.517827;Transactie;Database changes committed.;
1109;2019-08-18 02:55:10.954091;Mededeling;In total 302,001 Journal entries are imported into Data Mart within this task.;
1110;2019-08-18 02:55:10.954161;Transactie;Database changes committed.;
1111;2019-08-18 02:55:11.759453;Transactie;Database changes committed.;
1112;2019-08-18 02:55:13.209866;Mededeling;In total 303,001 Journal entries are imported into Data Mart within this task.;
1113;2019-08-18 02:55:13.209939;Transactie;Database changes committed.;
1114;2019-08-18 02:55:14.505844;Transactie;Database changes committed.;
1115;2019-08-18 02:55:16.138989;Mededeling;In total 304,001 Journal entries are imported into Data Mart within this task.;
1116;2019-08-18 02:55:16.139095;Transactie;Database changes committed.;
1117;2019-08-18 02:55:17.450798;Transactie;Database changes committed.;
1118;2019-08-18 02:55:18.927816;Mededeling;In total 305,001 Journal entries are imported into Data Mart within this task.;
1119;2019-08-18 02:55:18.927893;Transactie;Database changes committed.;
1120;2019-08-18 02:55:20.328097;Transactie;Database changes committed.;
1121;2019-08-18 02:55:21.794939;Mededeling;In total 306,001 Journal entries are imported into Data Mart within this task.;
1122;2019-08-18 02:55:21.795011;Transactie;Database changes committed.;
1123;2019-08-18 02:55:25.534743;Transactie;Database changes committed.;
1124;2019-08-18 02:55:26.990616;Mededeling;In total 307,001 Journal entries are imported into Data Mart within this task.;
1125;2019-08-18 02:55:26.990684;Transactie;Database changes committed.;
1126;2019-08-18 02:55:30.645553;Transactie;Database changes committed.;
1127;2019-08-18 02:55:32.120264;Mededeling;In total 308,001 Journal entries are imported into Data Mart within this task.;
1128;2019-08-18 02:55:32.12034;Transactie;Database changes committed.;
1129;2019-08-18 02:55:34.883392;Transactie;Database changes committed.;
1130;2019-08-18 02:55:36.365041;Mededeling;In total 309,001 Journal entries are imported into Data Mart within this task.;
1131;2019-08-18 02:55:36.365117;Transactie;Database changes committed.;
1132;2019-08-18 02:55:37.903537;Transactie;Database changes committed.;
1133;2019-08-18 02:55:39.361388;Mededeling;In total 310,001 Journal entries are imported into Data Mart within this task.;
1134;2019-08-18 02:55:39.361455;Transactie;Database changes committed.;
1135;2019-08-18 02:55:40.341974;Transactie;Database changes committed.;
1136;2019-08-18 02:55:41.817761;Mededeling;In total 311,001 Journal entries are imported into Data Mart within this task.;
1137;2019-08-18 02:55:41.817831;Transactie;Database changes committed.;
1138;2019-08-18 02:55:42.928901;Transactie;Database changes committed.;
1139;2019-08-18 02:55:44.42063;Mededeling;In total 312,001 Journal entries are imported into Data Mart within this task.;
1140;2019-08-18 02:55:44.420711;Transactie;Database changes committed.;
1141;2019-08-18 02:55:45.935211;Transactie;Database changes committed.;
1142;2019-08-18 02:55:47.4195;Mededeling;In total 313,001 Journal entries are imported into Data Mart within this task.;
1143;2019-08-18 02:55:47.41958;Transactie;Database changes committed.;
1144;2019-08-18 02:55:48.851817;Transactie;Database changes committed.;
1145;2019-08-18 02:55:50.296304;Mededeling;In total 314,001 Journal entries are imported into Data Mart within this task.;
1146;2019-08-18 02:55:50.296397;Transactie;Database changes committed.;
1147;2019-08-18 02:55:52.748974;Transactie;Database changes committed.;
1148;2019-08-18 02:55:54.505707;Mededeling;In total 315,001 Journal entries are imported into Data Mart within this task.;
1149;2019-08-18 02:55:54.505782;Transactie;Database changes committed.;
1150;2019-08-18 02:55:56.515374;Transactie;Database changes committed.;
1151;2019-08-18 02:55:58.340643;Mededeling;In total 316,001 Journal entries are imported into Data Mart within this task.;
1152;2019-08-18 02:55:58.340697;Transactie;Database changes committed.;
1153;2019-08-18 02:56:01.092831;Transactie;Database changes committed.;
1154;2019-08-18 02:56:02.776047;Mededeling;In total 317,001 Journal entries are imported into Data Mart within this task.;
1155;2019-08-18 02:56:02.776125;Transactie;Database changes committed.;
1156;2019-08-18 02:56:07.000514;Transactie;Database changes committed.;
1157;2019-08-18 02:56:08.489994;Mededeling;In total 318,001 Journal entries are imported into Data Mart within this task.;
1158;2019-08-18 02:56:08.490077;Transactie;Database changes committed.;
1159;2019-08-18 02:56:10.038685;Transactie;Database changes committed.;
1160;2019-08-18 02:56:10.684502;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_journalEntries_00983.xml.gz' has been successfully completed.;
1161;2019-08-18 02:56:10.684566;Mededeling;In total 318,429 Journal entries are imported into Data Mart within this task.;
1162;2019-08-18 02:56:10.684596;Transactie;Database changes committed.;
1163;2019-08-18 02:56:11.798617;Transactie;Database changes committed.;
1164;2019-08-18 02:56:11.802274;Mededeling;318,429 Journal entries are successfully imported, 0 Journal entries have not been imported due to errors.;
1165;2019-08-18 02:56:11.803362;Mededeling;The task 'Import journal entries to MIS' ended.;
1166;2019-08-18 02:56:11.803416;Transactie;Database changes committed.;
1167;2019-08-18 02:56:11.921696;Records per minuut;Speed of processing entity Journal entries: 6,160 per minute.;
1168;2019-08-18 02:56:11.921749;Mededeling;The task 'Importeren naar MIS afrekening referentiedata' started.;
1169;2019-08-18 02:56:11.921775;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_externaltransfers_ref_00983.xml.gz' has been initialized.;
1170;2019-08-18 02:56:11.921796;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_externaltransfers_ref_00983.xml.gz' has been successfully completed.;
1171;2019-08-18 02:56:11.921818;Transactie;Database changes committed.;
1172;2019-08-18 02:56:11.925023;Mededeling;The task 'Importeren naar MIS afrekening referentiedata' ended.;
1173;2019-08-18 02:56:11.925067;Transactie;Database changes committed.;
1174;2019-08-18 02:56:12.082683;Mededeling;The task 'Import to  MIS External Transfer' started.;
1175;2019-08-18 02:56:12.082725;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_externaltransfers_00983.xml.gz' has been initialized.;
1176;2019-08-18 02:56:12.082751;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_externaltransfers_00983.xml.gz' has been successfully completed.;
1177;2019-08-18 02:56:12.082773;Transactie;Database changes committed.;
1178;2019-08-18 02:56:12.086243;Mededeling;0  external settlement(s) are successfully imported, 0  external settlement(s) have not been imported due to errors.;
1179;2019-08-18 02:56:12.086285;Mededeling;The task 'Import to  MIS External Transfer' ended.;
1180;2019-08-18 02:56:12.086348;Transactie;Database changes committed.;
1181;2019-08-18 02:56:12.125824;Mededeling;The task 'Import Reference data party links to Data Mart' started.;
1182;2019-08-18 02:56:12.125896;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_partyLinks_ref_00983.xml.gz' has been initialized.;
1183;2019-08-18 02:56:12.125922;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_partyLinks_ref_00983.xml.gz' has been successfully completed.;
1184;2019-08-18 02:56:12.125948;Transactie;Database changes committed.;
1185;2019-08-18 02:56:12.13038;Mededeling;The task 'Import Reference data party links to Data Mart' ended.;
1186;2019-08-18 02:56:12.13042;Transactie;Database changes committed.;
1187;2019-08-18 02:56:12.15095;Mededeling;The task 'Import to Data Mart partylinks' started.;
1188;2019-08-18 02:56:12.150992;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_partyLinks_00983.xml.gz' has been initialized.;
1189;2019-08-18 02:56:12.151015;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_partyLinks_00983.xml.gz' has been successfully completed.;
1190;2019-08-18 02:56:12.151042;Transactie;Database changes committed.;
1191;2019-08-18 02:56:12.155529;Mededeling;0 Party link(s) are successfully imported, 0 Party link(s) have not been imported due to errors.;
1192;2019-08-18 02:56:12.155571;Mededeling;The task 'Import to Data Mart partylinks' ended.;
1193;2019-08-18 02:56:12.155593;Transactie;Database changes committed.;
1194;2019-08-18 02:56:12.318534;Mededeling;The task 'Import Reference data Group Contracts to MIS' started.;
1195;2019-08-18 02:56:12.318581;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_groupContracts_ref_00983.xml.gz' has been initialized.;
1196;2019-08-18 02:56:12.318607;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00983/exportToMIS_groupContracts_ref_00983.xml.gz' has been successfully completed.;
